lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,conv_paral_abs,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,target
-111.95,32.87,72,16104,-115.71,71.183,0.046,162,-123.48,70.46,18.28,-71.67,3.05,-178.44,0.18,71.44,918,101,0.96,57.25,5.75,-17.36,17.36,-3.05,-0.08,-17.64,-81.28,2.68,-17.44,41.96,0.07,24.69,118.98,2.14,NA_DEPOSIT
-112.17,30.72,70,16101,-106.118,63.265,0.065,224,-112.6,61.1,18.34,-37.15,3.36,-149.85,0.17,50.9,918,101,11.61,46.6,14.62,-11.07,11.07,-2.91,-1.69,-17.31,-47.53,11.69,-12.77,62.07,0.22,26.08,133.42,2.29,NA_DEPOSIT
-135.49,60.19,34,104,-100.214,30.976999999999997,0.062,433,-103.71,29.11,18.49,15.32,2.99,-150.88,0.18,56.58,902,101,14.59,14.59,17.83,4.89,4.89,-2.61,-1.45,-15.61,12.66,15.23,3.42,8.42,0.11,28.72,55.53,1.77,NA_DEPOSIT
-127.28,54.83,70,16101,-104.008,61.625,0.062,241,-108.52,58.84,18.55,-19.3,3.43,-133.21,0.19,37.0,918,101,14.7,43.51,17.51,-6.13,6.13,-2.35,-2.5,-17.44,-29.72,15.14,-8.64,60.01,0.3,20.68,131.52,2.29,NA_DEPOSIT
-140.74,64.0,69,16102,-99.979,58.382,0.065,315,-106.66,57.35,18.69,-73.85,4.53,-172.54,0.19,93.55,918,101,16.82,41.39,5.2,-17.95,17.95,-4.49,-0.59,-18.55,-87.94,0.67,-18.54,11.31,0.04,-0.57,59.69,1.62,NA_DEPOSIT
-157.24,57.05,48,16101,-119.32700000000001,62.218999999999994,0.048,187,-124.67,61.2,24.29,-80.74,3.1,126.97,0.17,67.0,918,101,6.28,51.15,3.91,-23.97,23.97,-1.87,2.48,-21.57,-84.55,2.05,-21.47,4.45,0.02,22.4,48.98,1.5,NA_DEPOSIT
-159.42,55.89,49,16101,-116.84700000000001,60.788000000000004,0.055,202,-122.07,59.06,24.7,-62.93,3.17,144.26,0.2,53.22,918,101,9.0,48.3,11.24,-21.99,21.99,-2.58,1.85,-21.9,-66.7,8.66,-20.11,2.56,0.04,18.33,46.18,1.3,NA_DEPOSIT
-110.07,29.9,51,16101,-112.713,60.687,0.075,214,-119.28,58.01,25.34,-56.26,2.62,149.87,0.19,49.07,918,101,11.02,46.23,14.07,-21.07,21.07,-2.27,1.31,-22.99,-59.13,11.8,-19.74,1.52,0.04,13.91,44.66,0.89,NA_DEPOSIT
-126.31,55.41,52,16101,-112.527,61.243,0.078,211,-119.6,58.51,25.37,-56.49,2.61,150.39,0.17,48.06,918,101,10.65,46.6,14.0,-21.15,21.15,-2.27,1.29,-23.04,-59.42,11.72,-19.84,2.79,0.05,18.38,46.54,1.35,NA_DEPOSIT
-107.24,25.01,52,16101,-112.351,60.816,0.075,213,-119.14,58.24,25.44,-56.78,2.62,149.96,0.19,49.02,918,101,11.02,46.24,13.94,-21.29,21.29,-2.27,1.31,-23.11,-59.71,11.66,-19.95,2.31,0.05,18.38,45.8,1.21,NA_DEPOSIT
-126.16,54.94,53,16101,-113.029,62.332,0.08199999999999999,202,-121.1,59.71,25.58,-61.89,2.58,142.76,0.14,53.81,918,101,9.37,47.89,12.05,-22.57,22.57,-2.05,1.56,-23.24,-64.54,9.99,-20.99,11.13,0.07,12.56,59.32,1.58,NA_DEPOSIT
-109.15,28.37,53,16101,-113.236,61.035,0.068,211,-119.23,58.6,25.91,-54.18,2.62,149.98,0.19,48.77,918,101,10.83,46.42,15.17,-21.01,21.01,-2.27,1.31,-23.52,-56.78,12.89,-19.68,5.97,0.08,8.43,51.2,1.39,NA_DEPOSIT
