total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
154.07,93.07,16.92,-13.61,16.89,False
154.9,95.04,10.47,-9.39,9.18,False
152.86,90.33,15.86,-9.71,14.31,False
146.6,77.56,8.71,-8.05,5.63,False
152.94,90.52,15.79,-9.62,14.23,False
113.44,66.54,8.46,-5.21,8.37,False
151.59,87.61,13.52,-9.51,12.81,False
111.07,49.78,2.85,-2.53,1.3,False
126.65,55.44,12.6,-8.58,12.57,False
61.76,12.53,13.35,-10.9,12.63,False
115.27,55.0,2.79,-2.49,2.01,False
142.93,72.75,8.66,-7.94,5.52,False
150.11,84.68,9.86,-7.27,8.86,False
154.35,93.74,15.82,-12.98,15.81,False
145.02,75.21,8.71,-8.05,5.61,False
145.25,73.48,2.81,-2.51,2.04,False
151.19,56.98,15.57,-12.95,14.08,False
154.95,95.16,6.17,-4.98,4.94,False
155.28,95.98,10.44,-9.37,9.15,False
149.29,83.22,10.52,-6.93,4.97,False
152.74,90.05,3.01,-4.99,3.01,False
153.26,91.22,15.82,-9.69,14.88,False
98.45,34.93,5.7,-4.01,5.56,False
67.58,2.51,4.02,2.46,0.11,False
126.82,55.58,12.64,-8.63,12.58,False
147.34,80.11,15.81,-10.86,15.66,False
42.56,0.07,-3.78,5.74,-1.42,False
154.39,94.36,9.91,-7.94,9.44,False
154.2,93.46,10.03,-8.97,9.69,False
151.0,86.41,10.97,-8.5,10.91,False
152.82,90.25,13.57,-9.55,12.87,False
154.51,94.14,6.61,-5.67,6.24,False
154.48,91.6,14.91,-12.24,14.21,False
152.74,90.05,3.01,-4.99,3.01,False
57.02,13.27,9.04,-7.35,8.33,False
150.89,86.19,10.87,-9.43,10.59,False
45.52,2.0,-3.77,6.03,-1.09,False
149.1,83.03,9.39,-8.34,9.18,False
151.53,87.51,2.97,-3.97,2.58,False
109.98,51.22,2.94,-2.62,1.48,False
154.75,94.7,2.42,-4.98,2.04,False
136.46,64.96,12.39,-9.67,11.88,False
138.64,67.34,8.65,-7.96,5.45,False
47.69,4.84,6.97,-4.65,6.94,False
150.3,84.96,10.22,-7.69,9.43,False
153.82,92.52,2.52,-4.96,2.39,False
153.25,91.21,15.88,-9.78,11.5,False
113.85,53.27,2.81,-2.5,2.04,False
57.02,13.27,9.0,-7.32,9.0,False
155.23,95.86,10.76,-9.56,10.6,False
139.86,88.37,15.36,-12.96,14.96,False
75.22,21.09,9.21,-7.57,9.21,False
148.89,82.68,8.83,-8.31,8.09,False
53.67,7.68,4.06,-1.49,4.0,False
153.1,90.86,15.91,-9.81,15.0,False
46.54,3.69,12.05,-9.62,10.49,False
150.73,85.81,10.21,-7.64,9.41,False
53.67,7.68,4.06,-1.49,4.0,False
153.76,92.37,17.0,-13.65,15.03,False
154.21,93.42,2.44,-4.98,2.23,False
133.73,80.34,1.67,-4.88,1.62,False
149.68,84.05,9.44,-8.38,9.23,False
153.76,92.37,16.96,-13.6,16.92,False
142.93,72.75,8.66,-7.93,5.51,False
44.36,1.19,11.91,-9.49,10.34,False
151.09,86.5,10.22,-7.79,9.44,False
136.34,64.49,8.6,-7.85,5.36,False
142.67,72.34,8.19,-7.1,6.66,False
149.62,83.98,9.66,-8.6,9.45,False
149.09,83.03,9.52,-8.46,9.31,False
44.65,1.53,14.07,-11.74,5.27,False
143.82,72.75,8.73,-8.15,5.63,False
121.22,55.39,6.22,-6.82,5.91,False
155.27,95.94,6.96,-5.73,6.93,False
150.73,85.81,10.22,-7.65,9.42,False
136.46,64.96,12.41,-9.69,12.31,False
153.76,92.37,16.98,-13.63,15.01,False
154.44,94.07,6.53,-7.8,5.18,False
152.27,89.16,8.76,-7.83,8.63,False
143.17,73.15,16.8,-12.49,16.74,False
153.26,91.22,15.82,-9.69,14.88,False
95.78,32.75,3.69,-3.08,3.69,False
141.96,71.67,8.3,-6.27,7.22,False
153.76,92.37,16.98,-13.63,15.01,False
151.2,74.41,1.41,-4.73,1.24,False
149.39,88.86,15.93,-9.84,15.03,False
120.22,49.5,6.8,-7.0,5.24,False
154.13,93.3,8.58,7.12,6.86,False
151.96,77.37,1.66,-3.69,1.38,False
155.6,97.0,1.83,-3.72,1.67,False
143.82,72.75,8.73,-8.15,5.63,False
149.75,104.04,10.14,-9.13,10.05,False
62.67,12.5,-8.87,9.28,-0.31,False
153.85,90.6,15.8,-10.87,10.74,False
141.45,71.2,8.69,-8.05,5.54,False
154.23,93.49,1.52,-3.6,1.5,False
150.26,85.01,9.87,-7.36,8.63,False
129.25,57.83,14.5,-10.75,14.48,False
107.35,41.24,7.13,-4.73,6.54,False
155.63,96.83,6.99,-5.67,6.94,False
94.97,32.73,3.64,-3.03,3.64,False
65.76,11.13,-4.38,5.52,-0.69,False
42.63,0.13,10.68,-8.27,9.58,False
152.83,80.62,2.65,-4.72,1.8,False
154.75,83.79,1.32,-4.73,0.85,False
65.76,11.13,-4.38,5.52,-0.69,False
78.7,22.81,3.29,-2.3,2.28,False
121.72,51.34,6.86,-7.01,5.33,False
101.74,36.0,1.67,4.47,1.14,False
96.47,34.56,4.57,-3.03,4.37,False
117.62,48.29,1.63,4.49,1.09,False
132.06,62.48,14.62,-10.78,14.6,False
132.06,62.48,14.62,-10.78,14.6,False
95.02,32.75,6.15,-4.22,5.58,False
122.15,68.69,10.33,-9.24,9.42,False
145.48,76.67,17.04,-12.59,14.77,False
150.87,103.21,7.73,-5.71,7.64,False
63.4,13.49,5.12,-4.73,4.52,False
152.23,88.99,9.58,-7.67,8.39,False
58.88,10.66,6.35,-4.28,5.74,False
151.72,53.82,16.0,-11.77,9.53,False
101.42,36.82,6.06,-4.18,5.48,False
148.94,82.59,7.52,-2.59,4.71,False
121.81,55.8,6.81,-7.13,6.65,False
156.31,99.66,10.86,-9.16,10.69,False
146.6,89.47,7.05,-4.92,6.82,False
66.54,15.41,5.06,-4.66,4.49,False
53.59,7.72,9.13,-6.82,9.06,False
155.9,97.51,0.87,-4.48,0.64,False
114.49,37.64,13.88,-11.83,11.14,False
49.75,4.1,4.11,-1.56,3.97,False
134.13,89.69,8.81,6.99,6.88,False
129.22,73.29,10.34,-9.27,10.33,False
100.89,36.5,4.1,-3.57,4.1,False
153.37,91.5,2.56,-4.97,2.52,False
45.11,1.53,11.51,-9.11,11.44,False
53.91,7.55,4.42,-2.67,4.39,False
157.43,101.28,7.55,-5.74,6.53,False
130.44,58.93,14.55,-10.76,14.52,False
119.6,47.6,13.49,-11.69,11.93,False
120.22,49.5,6.78,-6.99,4.44,False
154.54,91.77,2.49,-4.59,1.91,False
59.52,11.17,-9.76,10.13,-0.14,False
143.57,76.81,9.95,-8.88,9.68,False
151.33,87.14,10.85,-7.59,10.83,False
143.17,73.15,-16.79,-12.49,-1.0,False
145.82,77.41,8.05,-3.57,3.58,False
88.49,28.73,3.53,-3.24,3.42,False
148.25,81.24,9.71,-7.14,9.36,False
44.69,1.42,9.53,-10.04,3.73,False
156.41,103.95,7.8,-5.66,7.48,False
51.32,7.25,8.77,-6.44,8.72,False
60.72,12.94,5.93,-3.95,5.08,False
156.73,99.54,7.33,-5.67,7.04,False
47.69,4.84,6.97,-4.65,6.94,False
58.47,8.81,4.36,-1.96,4.24,False
156.15,98.09,2.23,-4.96,2.02,False
62.77,13.09,6.01,-4.04,5.17,False
153.39,91.5,15.8,-10.87,10.76,False
139.64,68.7,8.04,-6.02,7.25,False
51.36,5.87,4.43,-2.08,4.39,False
152.29,104.85,7.76,-5.7,7.67,False
139.11,68.09,8.73,-7.94,8.57,False
128.3,78.1,10.35,-9.27,10.34,False
150.87,103.21,7.73,-5.72,4.63,False
156.62,99.25,12.26,-10.49,11.56,False
154.96,95.85,8.6,-7.94,8.5,False
154.96,95.85,8.59,-7.94,8.49,False
148.87,82.67,9.37,-8.32,9.15,False
96.85,33.94,6.59,-4.46,6.07,False
143.68,74.02,15.36,-10.91,15.32,False
155.56,96.7,0.87,2.34,0.64,False
126.63,79.78,10.34,-9.24,8.76,False
124.01,56.04,8.87,6.9,6.5,False
48.23,4.69,4.49,-2.15,4.42,False
136.07,75.51,10.33,-9.26,10.26,False
132.56,72.87,10.31,-9.26,10.25,False
141.25,69.75,10.78,-8.3,10.71,False
148.32,81.34,15.39,-10.91,15.36,False
149.29,83.09,15.67,-10.9,13.64,False
141.46,80.26,10.31,-9.25,10.24,False
151.94,72.51,15.63,-13.06,14.61,False
154.29,91.79,15.86,-10.84,12.71,False
156.27,98.35,1.5,-4.48,0.21,False
153.45,76.17,1.49,-4.78,1.48,False
133.43,79.26,10.29,-9.24,10.23,False
144.28,88.77,8.79,7.04,5.71,False
142.1,71.81,15.26,-10.9,15.12,False
148.16,81.09,10.24,-8.79,10.23,False
61.56,7.81,4.37,-1.96,4.25,False
98.01,34.64,5.6,-3.97,5.46,False
150.87,103.21,7.73,-5.72,4.63,False
124.83,53.89,8.84,6.89,6.96,False
95.03,32.76,8.45,-5.18,7.52,False
156.78,99.67,1.5,2.7,0.21,False
98.33,34.85,5.58,-3.96,5.44,False
155.38,89.86,17.32,-12.53,13.42,False
116.4,120.21,8.8,-9.1,8.77,False
138.09,84.89,1.89,-4.9,1.47,False
50.94,5.58,4.45,-2.56,4.45,False
97.54,34.34,5.6,-3.98,5.46,False
140.95,69.41,6.16,-3.15,5.36,False
155.34,95.82,1.69,-3.68,1.44,False
151.94,72.51,15.63,-13.06,14.61,False
127.13,55.86,6.87,-5.14,6.68,False
