total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
149.71,83.96,11.22,-7.22,11.21,False
114.77,46.01,3.52,4.18,3.48,False
147.1,76.86,2.94,-2.62,1.48,False
119.55,57.25,2.54,-2.34,1.39,False
63.77,13.51,4.49,4.96,0.04,False
153.76,92.37,16.98,-13.63,15.01,False
110.34,50.03,2.9,-2.57,1.39,False
134.99,62.72,8.59,-7.8,5.33,False
109.93,42.73,1.54,4.54,0.52,False
151.83,83.03,10.07,-9.08,9.99,False
120.04,51.75,8.01,-7.23,5.06,False
149.86,84.29,11.42,-7.11,11.4,False
130.44,58.93,14.57,-10.76,14.54,False
61.56,7.81,4.37,-1.96,4.25,False
149.71,83.96,11.22,-7.22,11.21,False
155.71,84.89,7.25,-4.78,6.65,False
150.03,84.72,9.48,-8.42,9.27,False
62.67,12.5,-8.87,9.28,-0.31,False
116.83,43.67,13.71,-11.57,11.34,False
124.68,54.14,13.69,-11.73,9.55,False
138.44,67.29,15.55,-10.91,13.47,False
65.76,11.13,-4.38,5.52,-0.69,False
157.46,103.12,14.32,-11.64,9.95,False
131.42,60.04,8.49,7.05,6.81,False
135.99,64.5,12.16,-10.21,11.61,False
149.71,83.96,11.21,-7.24,11.2,False
153.74,92.38,8.57,7.13,6.84,False
75.79,18.03,-4.71,4.78,-0.44,False
153.74,85.98,1.31,-4.66,0.77,False
151.19,56.98,15.57,-12.95,14.08,False
48.28,3.32,9.82,-7.46,7.62,False
156.46,92.22,7.69,-5.42,5.24,False
57.02,9.52,9.07,-7.38,8.37,False
139.94,68.81,8.63,-7.88,5.44,False
155.02,95.5,7.62,-7.86,7.62,False
157.9,100.0,7.77,-5.5,5.34,False
153.49,90.99,15.86,-9.74,14.93,False
597.02,154.84,-1.52,5.08,-0.36,False
85.54,27.3,3.48,-3.18,3.36,False
154.94,95.26,6.63,-7.83,6.42,False
120.21,50.09,10.1,-8.77,8.76,False
122.48,51.22,6.1,-4.93,5.71,False
139.13,68.3,8.53,7.06,7.3,False
122.62,52.07,6.9,-7.09,5.35,False
134.73,63.13,12.32,-10.04,12.14,False
146.11,78.03,15.79,-10.87,12.66,False
158.02,102.78,14.22,-11.57,13.57,False
141.91,71.57,15.76,-10.88,12.65,False
155.89,97.44,9.01,-7.91,7.44,False
151.07,86.89,9.99,-8.91,9.73,False
48.12,3.79,4.46,-2.13,4.39,False
1353.33,122.98,11.71,-4.66,10.18,False
134.24,62.64,7.68,-5.67,7.6,False
145.54,75.96,8.64,-7.9,8.63,False
153.5,91.76,15.39,-12.64,15.31,False
141.0,70.43,10.68,-8.24,10.6,False
156.26,99.86,10.84,-9.16,10.68,False
63.4,13.49,5.12,-4.73,4.52,False
151.94,88.4,9.58,-7.69,8.67,False
124.99,72.68,10.33,-9.24,8.76,False
146.24,77.91,7.56,-4.94,3.61,False
55.2,8.42,9.79,-7.45,9.62,False
148.27,94.84,8.83,7.02,6.87,False
136.15,64.71,15.49,-10.91,13.42,False
153.0,60.32,16.85,-11.77,16.16,False
150.02,84.53,9.98,-7.01,9.7,False
146.39,77.43,9.74,-8.68,9.46,False
98.33,34.85,5.58,-3.96,5.44,False
152.27,89.09,9.53,-7.73,8.61,False
104.81,39.09,1.6,4.51,1.04,False
155.67,100.66,14.91,-11.88,11.98,False
76.75,21.63,3.19,-2.09,2.14,False
98.31,34.87,4.72,-3.23,4.57,False
151.19,56.98,15.57,-12.95,14.08,False
147.29,91.11,14.38,-12.32,14.19,False
154.47,94.03,2.82,-4.96,2.81,False
157.9,100.0,7.77,-5.5,5.34,False
158.65,103.96,7.8,-5.51,5.35,False
156.76,102.13,14.36,-11.64,10.03,False
146.2,87.33,14.27,-12.27,14.1,False
137.11,83.3,10.34,-9.27,10.33,False
154.62,95.0,9.83,-7.94,9.31,False
61.75,12.44,13.38,-11.02,12.88,False
149.86,96.62,7.41,4.98,5.81,False
75.79,18.03,-4.71,4.78,-0.44,False
47.69,4.84,6.97,-4.65,6.94,False
122.15,68.69,10.33,-9.23,8.76,False
151.59,87.72,10.96,-7.63,10.95,False
147.97,85.87,7.06,-4.89,7.04,False
52.92,6.87,4.46,-2.09,4.42,False
143.68,74.04,15.72,-10.89,10.73,False
58.9,10.75,4.73,-4.45,4.46,False
148.55,88.05,7.08,-4.9,6.86,False
154.62,94.93,10.43,-7.94,9.57,False
56.12,8.98,4.97,-4.74,4.62,False
156.27,98.35,1.5,-4.48,0.21,False
75.79,18.03,-4.71,4.78,-0.44,False
150.15,94.6,7.64,-5.61,7.64,False
155.18,96.31,7.68,-7.94,7.66,False
145.25,73.48,2.85,-2.54,1.3,False
157.93,96.98,7.79,-5.57,6.12,False
59.58,11.06,4.45,-2.04,3.68,False
146.11,78.03,15.82,-10.86,15.67,False
97.85,34.54,5.55,-3.96,5.52,False
123.5,53.88,8.87,6.91,6.48,False
155.03,95.53,8.09,-7.92,8.07,False
46.78,3.63,9.27,-9.79,2.7,False
133.12,61.52,15.2,-10.89,15.17,False
98.4,34.89,5.85,-4.07,5.71,False
142.2,82.32,10.31,-9.25,10.25,False
98.23,34.81,6.19,-4.25,5.63,False
151.94,72.51,15.63,-13.06,14.61,False
153.39,79.76,15.65,-13.06,14.67,False
150.87,103.21,7.73,-5.71,7.64,False
126.63,79.78,10.34,-9.25,9.45,False
54.23,7.86,9.31,9.77,0.52,False
155.06,95.66,9.47,-7.92,8.01,False
139.75,78.64,10.29,-9.24,10.22,False
151.64,87.69,19.41,-15.21,19.39,False
155.01,95.3,2.36,-4.97,2.07,False
129.14,89.78,1.5,-3.5,0.21,False
159.3,108.87,13.33,-11.01,13.17,False
97.54,34.34,5.58,-3.97,5.44,False
123.57,74.34,10.34,-9.24,9.44,False
157.55,107.87,13.3,-11.01,13.12,False
58.47,8.81,4.36,-1.96,4.24,False
63.11,10.69,6.01,-3.98,5.2,False
149.95,99.53,7.7,-5.71,7.62,False
139.02,69.18,8.16,-6.04,7.87,False
157.26,100.82,1.5,-4.18,0.21,False
122.96,78.67,8.85,6.96,6.92,False
155.9,97.51,0.87,-4.48,0.64,False
62.77,13.09,6.01,-4.04,5.17,False
155.97,97.76,8.78,7.07,6.6,False
120.51,50.14,13.78,-11.75,7.21,False
58.97,11.19,3.21,-2.05,2.25,False
