lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-66.03,-20.91,79.0,201.0,-48.125,-22.576999999999998,0.084,1160.0,-53.26,-23.38,-2.88,108.67,2.21,-135.31,0.18,80.05,902.0,201.0,22.49,38.18,-0.92,2.73,-1.57,-1.56,2.74,155.07,-2.48,1.15,47.74,0.0,37.5,117.16,2.34
-66.0,-18.7,95.0,201.0,-45.755,-22.997,0.092,1173.0,-51.26,-24.47,9.51,13.23,2.38,-100.74,0.18,71.26,908.0,201.0,18.95,38.6,9.26,2.18,-0.44,-2.34,-8.82,-1.08,8.82,-0.17,30.78,0.11,32.43,91.2,2.17
-66.79,-18.14,102.0,201.0,-45.675,-23.709,0.083,1157.0,-50.6,-25.28,12.22,28.76,2.43,-100.57,0.18,70.97,908.0,201.0,18.93,38.52,10.71,5.88,-0.45,-2.39,-10.85,18.75,10.28,3.49,26.09,0.11,31.71,84.35,2.2
-67.13,-17.95,90.0,201.0,-47.505,-21.319000000000003,0.079,1170.0,-52.09,-22.86,9.4,12.09,2.38,-101.96,0.18,71.61,908.0,201.0,18.59,39.82,9.19,1.97,-0.49,-2.33,-8.73,-2.39,8.72,-0.36,35.84,0.11,,99.93,2.26
-66.19,-20.63,160.0,201.0,-42.648,-27.578000000000003,0.08199999999999999,1325.0,-47.89,-28.46,8.43,-41.22,6.44,110.07,0.18,80.69,919.0,201.0,14.34,14.34,6.34,-5.56,-2.21,6.05,-4.19,6.91,4.16,0.5,19.43,0.06,1.9,51.9,1.22
-66.36,-20.48,104.0,201.0,-45.0,-26.421999999999997,0.08,1163.0,-50.13,-26.51,12.05,10.71,2.43,-118.9,0.17,89.52,908.0,201.0,19.78,37.55,11.84,2.24,-1.18,-2.13,-10.67,0.56,10.67,0.1,26.91,0.12,31.9,85.58,2.19
-71.42,-30.25,138.0,202.0,-48.178999999999995,-37.283,0.013999999999999999,1071.0,-49.16,-37.1,3.98,-57.93,-4.07,-8.25,0.2,100.77,919.0,201.0,5.73,5.73,2.11,-3.37,4.03,-0.58,-7.32,-32.97,6.14,-3.98,45.72,0.03,36.34,114.48,2.21
-69.61,-24.4,1.0,202.0,-69.431,-24.346999999999998,0.027000000000000003,893.0,-71.11,-24.18,9.0,-18.11,1.92,156.4,0.2,95.79,911.0,201.0,27.97,27.97,8.55,-2.8,-1.76,0.77,-7.09,-16.56,6.8,-2.02,50.86,0.14,38.63,121.12,2.2
-69.92,-22.53,101.0,202.0,-49.137,-27.865,0.019,1176.0,-50.37,-27.68,12.04,3.63,2.43,-126.02,0.18,96.05,908.0,201.0,21.59,35.92,12.02,0.76,-1.43,-1.97,-10.67,-6.52,10.6,-1.21,27.84,0.13,36.68,87.2,2.23
-69.85,-27.41,71.0,202.0,-53.545,-28.131999999999998,0.028999999999999998,1123.0,-55.32,-27.65,2.7,0.84,2.0,-163.46,0.19,105.46,902.0,201.0,29.5,34.13,2.7,0.04,-1.91,-0.57,-0.96,-34.42,0.79,-0.54,44.26,0.04,30.23,112.47,2.45
-69.17,-23.16,30.0,202.0,-62.136,-23.214000000000002,0.032,1018.0,-64.12,-22.98,12.32,-18.48,2.94,-171.11,0.18,93.99,902.0,201.0,31.97,31.97,11.69,-3.91,-2.91,-0.45,-9.81,-26.46,8.78,-4.37,105.93,0.22,22.48,159.39,2.34
