index,lon,lat,age
390,-126.3347,54.464,51
391,-126.313,54.2172,51
392,-126.3117,54.4728,51
393,-126.3012,54.4695,51
394,-126.2605,54.3615,51
395,-126.1448,54.131,51
396,-126.074,54.048,51
397,-126.0673,54.0318,51
398,-125.9583,54.0542,51
399,-125.7583,54.275,51
400,-118.68,49.13,53
401,-135.4946,60.1884,56
402,-135.4911,60.1933,56
403,-135.4898,60.1421,56
404,-135.4834,60.2141,56
405,-135.4833,60.2141,56
406,-135.4773,60.2152,56
407,-135.4756,60.2148,56
408,-135.4737,60.2058,56
409,-135.4732,60.2033,56
410,-135.4613,60.1811,56
411,-135.4601,60.1859,56
412,-135.4459,60.1925,56
413,-135.4442,60.1686,56
414,-135.4361,60.1869,56
415,-135.4345,60.1988,56
416,-135.4344,60.1863,56
417,-135.3773,60.2176,56
418,-135.3755,60.2286,56
419,-135.2827,59.9843,56
420,-135.2819,59.9854,56
421,-135.2766,59.9841,56
422,-135.2764,59.9843,56
423,-135.2749,59.9838,56
424,-135.2695,59.9804,56
425,-135.251,60.0306,56
426,-135.2482,60.0296,56
427,-135.2008,60.0207,56
428,-135.1961,60.0201,56
429,-135.1585,60.0376,56
430,-135.1546,60.0412,56
431,-98.17,75.1,56
432,-121.35,50.42,100
433,-121,50,100
434,-114.5632,49.8017,100
435,-114.555,49.8034,100
436,-114.5378,49.6218,100
437,-114.5372,49.6324,100
438,-114.537,49.714,100
439,-114.5302,49.6249,100
440,-114.5025,49.5395,100
441,-114.7025,49.2078,102
442,-114.6513,49.2162,102
443,-123.0883,49.63,114
444,-123.5617,49.47,185
