index,lon,lat,age
433,-69.332706,-36.404163,2
434,-69.1158,-36.40464,2
435,-69.339834,-36.406062,2
436,-69.33517,-36.40703,2
437,-68.58,-36.40847,2
438,-69.11,-36.41042,2
439,-69.24983,-36.41119,2
440,-68.57889,-36.41244,2
441,-69.58483,-36.4136,2
442,-69.59911,-36.4165,2
443,-69.661916,-36.418578,2
444,-69.6601,-36.4239,2
445,-69.16015,-36.42813,2
446,-69.42893,-36.42983,2
447,-69.64609,-36.43145,2
448,-69.645657,-36.43231,2
449,-69.38263,-36.44092,2
450,-69.3807,-36.4421,2
451,-69.38122,-36.45405,2
452,-69.384862,-36.456049,2
453,-69.2331,-36.4571,2
454,-69.381429,-36.457327,2
455,-69.30818,-36.46533,2
456,-69.30819,-36.46533,2
457,-69.375586,-36.466568,2
458,-69.29575,-36.46668,2
459,-69.29575,-36.46669,2
460,-69.64996,-36.47188,2
461,-69.65015,-36.47218,2
462,-69.18133,-36.47598,2
463,-69.20105,-36.48068,2
464,-69.3727,-36.4822,2
465,-69.29533,-36.48658,2
466,-69.3058,-36.488,2
467,-69.28133,-36.49194,2
468,-69.27505,-36.49319,2
469,-69.2948,-36.4952,2
470,-69.33,-36.5,2
471,-69.32129,-36.501959,2
472,-69.291,-36.5057,2
473,-69.343666,-36.509336,2
474,-69.341891,-36.510663,2
475,-69.3454,-36.5133,2
476,-69.06698,-36.53151,2
477,-69.630201,-36.534823,2
478,-69.369947,-36.555743,2
479,-69.614353,-36.556698,2
480,-68.622984,-36.605927,2
481,-68.616082,-36.60906,2
482,-69.662084,-36.616465,2
483,-68.705399,-36.676822,2
484,-68.752912,-36.695191,2
485,-68.949138,-36.749201,2
486,-68.950424,-36.751228,2
487,-69.861154,-36.753031,2
488,-68.855467,-36.753585,2
489,-67.49233,-36.97117,2
490,-67.49917,-36.99872,2
491,-69.84137,-37.016022,2
492,-69.18299,-37.052135,2
493,-67.52031,-37.05717,2
494,-69.947,-37.142,2
495,-69.943,-37.166,2
496,-70.065,-37.209,2
497,-69.924,-37.227,2
498,-69.089918,-37.239358,2
499,-69.018577,-37.285241,2
500,-69.014187,-37.301257,2
501,-70.124,-37.302,2
502,-69.015855,-37.302525,2
503,-68.976094,-37.304079,2
504,-69.018397,-37.304216,2
505,-68.975744,-37.310791,2
506,-69.031313,-37.316023,2
507,-69.023441,-37.318308,2
508,-68.958466,-37.328782,2
509,-68.990674,-37.329664,2
510,-68.680803,-37.35512,2
511,-69.016196,-37.365418,2
512,-71.35,-37.37,2
513,-71.32,-37.38,2
514,-71.8,-37.38,2
515,-71.37,-37.38,2
516,-68.62995,-37.38955,2
517,-71.35,-37.39,2
518,-71.3,-37.39,2
519,-68.665845,-37.394798,2
520,-71.34,-37.4,2
521,-71.36,-37.4,2
522,-71.46,-37.4,2
523,-71.3,-37.41,2
524,-1.35,-37.44,2
525,-71.33,-37.45,2
526,-71.32,-37.46,2
527,-70.7,-37.48,2
528,-71.6,-38.4,2
529,-71.5,-38.5,2
530,-71.95,-39.42,2
531,-71.93,-39.42,2
532,-72,-40.35,2
533,-72.12,-40.59,2
534,-72,-40.75,2
535,-72.6,-41.01,2
536,-72.225,-41.3,2
537,-70.1236,-41.9081,2
538,-70.2356,-41.9086,2
539,-70.22,-41.9108,2
540,-70.1853,-42.0094,2
541,-70.1569,-42.0525,2
542,-69.9989,-42.0544,2
543,-70.4319,-42.0581,2
544,-70.2244,-42.105,2
545,-70.2225,-42.1122,2
546,-70.2231,-42.1294,2
547,-69.9311,-42.14,2
548,-69.9214,-42.1436,2
549,-70.2794,-42.1461,2
550,-70.2664,-42.1497,2
551,-69.8644,-42.1867,2
552,-69.8192,-42.2283,2
553,-69.8481,-42.2339,2
554,-69.8633,-42.8633,2
555,-72.88,-44.08,2
556,-72.53,-44.3,2
557,-70.7783,-44.7167,2
558,-72.984,-45.059,2
559,-73.17,-45.1,2
560,-70.13,-45.63,2
561,-72.97,-45.9,2
562,-70.674,-46.5903,2
563,-66.5,-24.2,2
564,-67.7086,-25.6161,2
565,-68.5,-39.8,3
566,-68.8,-40.3,3
567,-70.1,-41,3
