total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
101.18,36.68,6.17,4.94,-4.25,False
153.75,96.44,8.82,9.81,7.03,False
44.85,2.66,12.42,19.71,-9.99,False
154.07,93.07,16.92,16.91,-13.61,False
154.9,95.04,10.47,13.9,-9.39,False
152.86,90.33,15.86,16.64,-9.71,False
146.6,77.56,8.71,0.1,-8.05,False
152.94,90.52,15.79,16.44,-9.62,False
113.44,66.54,8.46,0.1,-5.21,False
151.59,87.61,13.52,18.18,-9.51,False
111.07,49.78,2.85,0.1,-2.53,False
126.65,55.44,12.6,14.18,-8.58,False
61.76,12.53,13.35,10.8,-10.9,False
115.27,55.0,2.79,0.47,-2.49,False
142.93,72.75,8.66,0.48,-7.94,False
150.11,84.68,9.86,3.36,-7.27,False
154.35,93.74,15.82,16.49,-12.98,False
145.02,75.21,8.71,0.67,-8.05,False
145.25,73.48,2.81,0.28,-2.51,False
151.19,56.98,15.57,0.07,-12.95,False
154.95,95.16,6.17,14.12,-4.98,False
155.28,95.98,10.44,13.7,-9.37,False
149.29,83.22,10.52,0.08,-6.93,False
152.74,90.05,3.01,3.16,-4.99,False
153.26,91.22,15.82,18.18,-9.69,False
98.45,34.93,5.7,1.04,-4.01,False
67.58,2.51,4.02,0.09,2.46,False
126.82,55.58,12.64,16.64,-8.63,False
147.34,80.11,15.81,16.82,-10.86,False
42.56,0.07,-3.78,0.08,5.74,False
154.39,94.36,9.91,7.57,-7.94,False
154.2,93.46,10.03,10.6,-8.97,False
151.0,86.41,10.97,3.55,-8.5,False
152.82,90.25,13.57,18.18,-9.55,False
154.51,94.14,6.61,9.86,-5.67,False
154.48,91.6,14.91,10.48,-12.24,False
152.74,90.05,3.01,3.16,-4.99,False
57.02,13.27,9.04,19.13,-7.35,False
150.89,86.19,10.87,17.62,-9.43,False
45.52,2.0,-3.77,5.86,6.03,False
149.1,83.03,9.39,0.29,-8.34,False
151.53,87.51,2.97,1.98,-3.97,False
109.98,51.22,2.94,1.25,-2.62,False
154.75,94.7,2.42,13.76,-4.98,False
136.46,64.96,12.39,18.18,-9.67,False
138.64,67.34,8.65,2.41,-7.96,False
47.69,4.84,6.97,0.01,-4.65,False
150.3,84.96,10.22,18.37,-7.69,False
153.82,92.52,2.52,8.44,-4.96,False
153.25,91.21,15.88,18.37,-9.78,False
113.85,53.27,2.81,0.28,-2.5,False
57.02,13.27,9.0,19.32,-7.32,False
155.23,95.86,10.76,15.83,-9.56,False
139.86,88.37,15.36,15.38,-12.96,False
75.22,21.09,9.21,18.93,-7.57,False
148.89,82.68,8.83,0.0,-8.31,False
53.67,7.68,4.06,0.08,-1.49,False
153.1,90.86,15.91,18.18,-9.81,False
46.54,3.69,12.05,0.09,-9.62,False
150.73,85.81,10.21,18.56,-7.64,False
53.67,7.68,4.06,0.08,-1.49,False
153.76,92.37,17.0,17.7,-13.65,False
154.21,93.42,2.44,4.34,-4.98,False
133.73,80.34,1.67,4.09,-4.88,False
149.68,84.05,9.44,0.68,-8.38,False
153.76,92.37,16.96,17.32,-13.6,False
142.93,72.75,8.66,0.29,-7.93,False
44.36,1.19,11.91,1.39,-9.49,False
151.09,86.5,10.22,18.37,-7.79,False
136.34,64.49,8.6,2.22,-7.85,False
142.67,72.34,8.19,9.49,-7.1,False
149.62,83.98,9.66,4.25,-8.6,False
149.09,83.03,9.52,2.22,-8.46,False
44.65,1.53,14.07,19.29,-11.74,False
143.82,72.75,8.73,2.6,-8.15,False
121.22,55.39,6.22,2.92,-6.82,False
155.27,95.94,6.96,15.36,-5.73,False
150.73,85.81,10.22,18.37,-7.65,False
136.46,64.96,12.41,18.37,-9.69,False
153.76,92.37,16.98,17.51,-13.63,False
154.44,94.07,6.53,10.79,-7.8,False
152.27,89.16,8.76,11.1,-7.83,False
143.17,73.15,16.8,0.09,-12.49,False
153.26,91.22,15.82,18.18,-9.69,False
95.78,32.75,3.69,0.1,-3.08,False
141.96,71.67,8.3,16.82,-6.27,False
153.76,92.37,16.98,17.51,-13.63,False
151.2,74.41,1.41,13.31,-4.73,False
149.39,88.86,15.93,18.0,-9.84,False
120.22,49.5,6.8,0.09,-7.0,False
154.13,93.3,8.58,3.27,7.12,False
151.96,77.37,1.66,14.07,-3.69,False
155.6,97.0,1.83,9.25,-3.72,False
143.82,72.75,8.73,2.6,-8.15,False
149.75,104.04,10.14,12.21,-9.13,False
62.67,12.5,-8.87,0.07,9.28,False
153.85,90.6,15.8,14.51,-10.87,False
141.45,71.2,8.69,2.41,-8.05,False
154.23,93.49,1.52,10.13,-3.6,False
150.26,85.01,9.87,6.3,-7.36,False
129.25,57.83,14.5,0.09,-10.75,False
107.35,41.24,7.13,12.75,-4.73,False
155.63,96.83,6.99,17.29,-5.67,False
94.97,32.73,3.64,0.1,-3.03,False
65.76,11.13,-4.38,0.09,5.52,False
42.63,0.13,10.68,0.24,-8.27,False
152.83,80.62,2.65,13.88,-4.72,False
154.75,83.79,1.32,0.39,-4.73,False
65.76,11.13,-4.38,0.09,5.52,False
78.7,22.81,3.29,2.86,-2.3,False
121.72,51.34,6.86,0.61,-7.01,False
101.74,36.0,1.67,13.54,4.47,False
96.47,34.56,4.57,0.1,-3.03,False
117.62,48.29,1.63,13.09,4.49,False
132.06,62.48,14.62,0.79,-10.78,False
132.06,62.48,14.62,0.79,-10.78,False
95.02,32.75,6.15,4.74,-4.22,False
122.15,68.69,10.33,0.09,-9.24,False
145.48,76.67,17.04,4.14,-12.59,False
150.87,103.21,7.73,15.38,-5.71,False
63.4,13.49,5.12,15.67,-4.73,False
152.23,88.99,9.58,12.03,-7.67,False
58.88,10.66,6.35,0.09,-4.28,False
151.72,53.82,16.0,4.97,-11.77,False
101.42,36.82,6.06,3.94,-4.18,False
148.94,82.59,7.52,1.63,-2.59,False
121.81,55.8,6.81,1.63,-7.13,False
156.31,99.66,10.86,1.93,-9.16,False
146.6,89.47,7.05,15.18,-4.92,False
66.54,15.41,5.06,15.48,-4.66,False
53.59,7.72,9.13,2.71,-6.82,False
155.9,97.51,0.87,0.09,-4.48,False
114.49,37.64,13.88,2.27,-11.83,False
49.75,4.1,4.11,2.04,-1.56,False
134.13,89.69,8.81,7.32,6.99,False
129.22,73.29,10.34,6.24,-9.27,False
100.89,36.5,4.1,4.3,-3.57,False
153.37,91.5,2.56,0.08,-4.97,False
45.11,1.53,11.51,0.09,-9.11,False
53.91,7.55,4.42,3.84,-2.67,False
157.43,101.28,7.55,26.17,-5.74,False
130.44,58.93,14.55,0.44,-10.76,False
119.6,47.6,13.49,0.1,-11.69,False
120.22,49.5,6.78,0.1,-6.99,False
154.54,91.77,2.49,8.81,-4.59,False
59.52,11.17,-9.76,0.07,10.13,False
143.57,76.81,9.95,10.24,-8.88,False
151.33,87.14,10.85,11.83,-7.59,False
143.17,73.15,-16.79,0.1,-12.49,False
145.82,77.41,8.05,9.77,-3.57,False
88.49,28.73,3.53,0.1,-3.24,False
148.25,81.24,9.71,26.25,-7.14,False
44.69,1.42,9.53,10.83,-10.04,False
156.41,103.95,7.8,11.09,-5.66,False
51.32,7.25,8.77,2.77,-6.44,False
60.72,12.94,5.93,0.09,-3.95,False
156.73,99.54,7.33,24.48,-5.67,False
47.69,4.84,6.97,0.01,-4.65,False
58.47,8.81,4.36,3.84,-1.96,False
156.15,98.09,2.23,11.58,-4.96,False
62.77,13.09,6.01,0.09,-4.04,False
153.39,91.5,15.8,14.9,-10.87,False
139.64,68.7,8.04,14.9,-6.02,False
51.36,5.87,4.43,1.32,-2.08,False
152.29,104.85,7.76,13.84,-5.7,False
139.11,68.09,8.73,14.9,-7.94,False
128.3,78.1,10.35,5.3,-9.27,False
150.87,103.21,7.73,15.57,-5.72,False
156.62,99.25,12.26,25.81,-10.49,False
154.96,95.85,8.6,5.98,-7.94,False
154.96,95.85,8.59,6.17,-7.94,False
148.87,82.67,9.37,0.29,-8.32,False
96.85,33.94,6.59,8.72,-4.46,False
143.68,74.02,15.36,7.75,-10.91,False
155.56,96.7,0.87,0.09,2.34,False
126.63,79.78,10.34,0.1,-9.24,False
124.01,56.04,8.87,0.1,6.9,False
48.23,4.69,4.49,0.09,-2.15,False
136.07,75.51,10.33,7.59,-9.26,False
132.56,72.87,10.31,8.58,-9.26,False
141.25,69.75,10.78,16.44,-8.3,False
148.32,81.34,15.39,7.58,-10.91,False
149.29,83.09,15.67,11.79,-10.9,False
141.46,80.26,10.31,8.39,-9.25,False
151.94,72.51,15.63,6.15,-13.06,False
154.29,91.79,15.86,16.63,-10.84,False
156.27,98.35,1.5,0.09,-4.48,False
153.45,76.17,1.49,10.9,-4.78,False
133.43,79.26,10.29,9.78,-9.24,False
144.28,88.77,8.79,10.96,7.04,False
142.1,71.81,15.26,6.9,-10.9,False
148.16,81.09,10.24,26.43,-8.79,False
61.56,7.81,4.37,3.84,-1.96,False
98.01,34.64,5.6,0.28,-3.97,False
150.87,103.21,7.73,15.57,-5.72,False
124.83,53.89,8.84,0.1,6.89,False
95.03,32.76,8.45,0.28,-5.18,False
156.78,99.67,1.5,0.46,2.7,False
98.33,34.85,5.58,0.09,-3.96,False
155.38,89.86,17.32,16.63,-12.53,False
116.4,120.21,8.8,1.94,-9.1,False
138.09,84.89,1.89,0.06,-4.9,False
50.94,5.58,4.45,1.5,-2.56,False
97.54,34.34,5.6,0.28,-3.98,False
140.95,69.41,6.16,16.63,-3.15,False
155.34,95.82,1.69,13.9,-3.68,False
151.94,72.51,15.63,6.15,-13.06,False
127.13,55.86,6.87,7.07,-5.14,False
