total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
149.71,83.96,11.22,4.34,-7.22,False
149.1,83.03,9.38,0.1,-8.33,False
152.11,84.42,13.38,16.51,-11.57,False
154.21,93.42,2.44,4.34,-4.98,False
101.33,36.78,5.65,0.66,-4.0,False
150.3,84.96,10.22,18.37,-7.69,False
148.98,82.54,11.01,13.39,-9.7,False
155.45,95.57,6.92,14.79,-5.73,False
148.44,77.18,13.35,16.3,-11.57,False
135.62,64.08,12.34,17.62,-9.62,False
149.27,83.37,9.52,2.41,-8.47,False
75.22,21.09,9.21,18.93,-7.57,False
150.04,84.72,9.6,3.02,-8.54,False
153.15,90.99,15.94,18.75,-9.87,False
151.51,97.84,7.72,14.61,-5.7,False
42.54,0.09,-3.7,0.32,5.72,False
42.54,0.09,-3.7,0.32,5.72,False
149.22,82.93,14.08,17.81,-11.77,False
139.49,68.24,8.64,2.02,-7.93,False
122.08,48.02,9.1,2.41,-7.82,False
109.98,51.22,2.94,1.25,-2.62,False
102.62,36.36,14.21,2.53,-11.92,False
93.73,38.09,8.93,20.75,-7.34,False
116.97,47.32,8.38,1.05,-6.68,False
61.83,12.26,6.7,3.19,-4.57,False
152.47,89.49,2.86,4.34,-4.57,False
137.43,64.84,8.57,0.04,-7.71,False
154.03,91.56,13.39,16.53,-11.55,False
153.49,87.12,16.3,18.37,-11.19,False
148.44,77.18,13.37,16.49,-11.59,False
149.91,84.33,9.93,3.75,-7.22,False
97.77,35.24,4.7,0.1,-3.2,False
152.19,89.01,9.32,11.04,-7.83,False
154.51,94.23,6.51,11.07,-7.8,False
146.03,74.2,2.85,0.1,-2.53,False
117.62,48.29,1.63,13.09,4.49,False
152.23,88.92,15.86,16.82,-10.84,False
155.22,95.82,10.78,16.07,-9.54,False
155.02,95.5,7.62,13.12,-7.86,False
155.27,95.94,6.93,14.98,-5.73,False
61.53,12.05,-9.42,0.07,9.81,False
140.67,70.25,8.49,6.52,7.09,False
155.15,95.75,10.26,13.78,-9.06,False
154.62,95.0,9.79,7.72,-7.94,False
148.72,82.01,14.09,18.56,-11.72,False
131.42,60.04,8.48,7.3,7.05,False
149.24,112.3,10.15,12.41,-9.14,False
101.42,36.82,5.97,3.14,-4.14,False
63.77,13.51,4.49,0.09,4.96,False
151.91,104.09,10.07,10.51,-9.08,False
154.36,93.77,2.43,6.31,-4.98,False
149.99,83.23,7.28,11.15,-4.79,False
152.68,79.07,1.59,12.01,-3.66,False
153.9,89.75,16.45,20.76,-11.38,False
151.65,87.72,18.42,0.07,-14.92,False
155.45,95.56,6.91,14.6,-5.73,False
149.86,84.29,11.42,2.92,-7.11,False
157.46,101.38,14.82,2.89,-11.88,False
154.48,94.17,7.46,11.62,-7.83,False
153.36,91.46,2.55,2.37,-4.98,False
1103.82,188.58,7.12,0.1,-7.45,False
154.75,83.79,1.33,0.56,-4.73,False
73.84,19.88,3.43,0.07,-2.18,False
148.84,82.54,8.58,5.62,7.09,False
100.81,31.96,1.63,12.29,4.49,False
127.85,56.55,14.52,0.79,-10.75,False
132.06,62.48,14.62,0.79,-10.78,False
154.88,95.48,7.58,7.68,-7.94,False
98.45,34.93,5.77,1.61,-4.04,False
154.02,92.94,18.54,2.89,-15.03,False
147.34,80.11,15.79,16.44,-10.87,False
97.84,34.54,5.73,1.23,-4.03,False
156.71,99.49,7.4,23.98,-5.76,False
135.48,63.96,7.78,12.53,-5.83,False
1616.63,170.53,1.89,3.89,4.32,False
135.39,63.87,9.97,12.53,-7.88,False
142.7,73.81,5.25,5.46,-6.32,False
152.61,89.78,15.73,15.12,-9.5,False
62.77,13.09,6.01,0.09,-4.04,False
97.99,34.63,5.73,1.23,-4.03,False
142.18,90.06,15.38,15.18,-12.96,False
152.41,89.39,9.55,11.33,-7.7,False
156.39,98.65,1.5,0.1,2.7,False
146.39,78.18,7.56,7.6,-4.95,False
48.16,5.65,4.09,1.99,-1.54,False
150.35,85.11,17.29,11.44,-12.62,False
147.24,76.24,1.5,10.05,-4.8,False
120.5,50.36,14.47,6.19,-10.69,False
149.78,84.11,11.44,0.08,-6.92,False
149.15,81.92,9.76,6.11,-8.69,False
60.24,11.54,5.36,15.86,4.99,False
55.37,8.48,12.4,5.6,-10.08,False
155.98,152.9,8.44,6.91,7.03,False
120.04,49.31,7.98,0.1,-7.22,False
151.83,83.03,10.07,10.5,-9.07,False
149.45,83.44,7.38,9.97,-4.84,False
154.6,94.42,10.09,11.26,-8.99,False
147.32,79.64,9.57,27.37,-6.91,False
153.25,91.2,16.05,26.99,-10.26,False
161.56,162.04,8.28,3.69,7.04,False
124.28,53.67,1.49,10.51,4.56,False
156.51,101.93,14.39,0.07,-11.64,False
150.16,93.89,14.29,24.4,-12.24,False
143.71,74.05,15.62,11.79,-10.91,False
44.75,1.63,4.4,0.09,-2.73,False
153.49,91.76,2.82,11.15,-3.86,False
145.79,91.56,15.46,13.84,-12.99,False
139.36,87.66,8.85,11.22,-8.67,False
149.46,83.47,4.36,2.44,-1.41,False
124.83,53.89,8.85,0.09,-9.05,False
83.47,25.7,3.79,10.05,-3.3,False
148.55,88.05,7.09,13.65,-4.9,False
156.34,98.94,1.92,5.98,-3.75,False
147.6,87.03,1.77,3.88,-4.86,False
73.07,19.38,9.09,14.14,-6.99,False
146.71,84.45,1.79,3.15,-4.86,False
59.58,11.06,4.45,0.09,-2.04,False
56.59,9.02,5.84,0.09,-3.87,False
156.78,99.67,1.5,0.09,2.7,False
138.46,88.68,8.86,11.22,-8.7,False
126.53,75.9,10.35,5.11,-9.27,False
143.01,89.88,10.35,6.36,-9.27,False
150.3,85.04,9.86,2.17,-7.23,False
46.93,3.02,4.45,0.09,-2.13,False
154.96,95.4,9.62,10.12,-7.94,False
149.56,95.33,18.65,15.57,-15.06,False
117.78,46.5,3.23,0.1,4.27,False
154.71,95.9,0.87,0.09,2.65,False
136.01,77.71,8.3,7.93,-4.45,False
153.75,96.44,8.82,10.0,7.03,False
146.93,81.6,1.74,12.59,-3.71,False
146.11,78.03,15.82,16.63,-10.86,False
154.87,95.13,10.45,11.81,-9.12,False
44.75,1.63,4.4,0.09,-2.73,False
157.83,95.28,7.79,6.33,-5.59,False
154.58,94.49,8.21,10.05,-7.93,False
122.75,59.4,8.87,2.15,6.94,False
122.86,61.66,8.87,1.44,6.92,False
139.51,78.14,8.29,8.33,-4.41,False
154.84,95.02,10.38,12.97,-9.1,False
126.83,54.93,6.87,6.73,-5.17,False
141.98,80.51,10.29,9.58,-9.24,False
89.93,28.45,3.6,8.28,-3.16,False
75.41,20.78,9.7,15.86,-7.56,False
126.79,88.45,1.5,1.23,-4.18,False
134.25,80.72,1.92,0.06,-4.89,False
54.15,7.71,4.4,3.66,-2.67,False
62.77,13.09,6.01,0.09,-4.04,False
125.0,76.46,10.34,0.09,-9.24,False
136.25,82.24,1.9,0.06,-4.9,False
54.15,7.71,4.4,3.66,-2.67,False
63.11,10.69,6.01,0.09,-3.98,False
98.71,35.09,5.58,0.09,-3.95,False
140.14,69.34,8.19,15.86,-6.18,False
75.41,20.78,9.64,15.67,-7.51,False
140.65,69.97,8.28,16.63,-6.25,False
149.24,73.77,1.39,14.46,-4.75,False
44.75,1.63,4.4,0.09,-2.73,False
155.19,95.83,1.72,12.97,-3.68,False
