total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
144.22,87.79,1.83,9.25,-3.74,False
56.59,9.02,5.84,0.09,-3.87,False
43.66,0.86,7.32,0.95,-4.35,False
143.96,78.37,15.54,10.36,-13.05,False
145.14,76.57,2.52,3.11,-2.34,False
151.6,87.66,3.1,2.58,-4.96,False
132.4,60.78,11.78,11.79,-9.9,False
149.51,83.51,2.63,1.97,-2.4,False
47.52,3.25,4.46,0.09,-2.14,False
133.67,61.19,9.52,10.15,-7.68,False
138.35,66.88,14.72,16.44,-12.49,False
153.1,90.86,15.91,18.18,-9.81,False
155.33,96.08,10.51,14.37,-9.34,False
152.82,90.24,15.77,16.44,-9.59,False
44.83,1.58,12.25,20.66,-9.82,False
135.92,62.78,8.55,0.04,-7.66,False
118.05,114.13,8.83,1.76,-9.08,False
136.46,64.96,12.41,18.37,-9.69,False
65.63,14.01,9.32,18.87,-7.67,False
137.43,64.84,8.57,0.04,-7.71,False
133.69,60.2,4.89,6.43,-6.06,False
111.07,49.78,2.81,0.28,-2.5,False
113.17,53.48,2.85,0.1,-2.52,False
153.15,90.99,15.92,18.18,-9.83,False
153.49,87.12,16.29,18.18,-11.18,False
152.17,88.87,2.93,2.77,-3.96,False
152.94,90.5,15.73,16.44,-9.54,False
140.67,70.25,8.5,6.72,7.08,False
65.76,11.13,-4.38,0.09,5.52,False
141.95,71.21,8.63,0.04,-7.85,False
153.74,92.34,6.42,7.2,-5.63,False
146.03,74.2,2.85,0.1,-2.53,False
155.3,96.01,6.82,14.55,-5.65,False
140.66,70.0,8.95,16.63,-8.17,False
150.05,84.56,10.82,0.08,-8.28,False
152.1,88.7,2.91,1.39,-4.57,False
54.93,8.34,14.05,16.82,-11.74,False
152.34,89.2,3.06,0.08,-4.98,False
158.83,106.84,13.72,10.53,-11.31,False
134.53,62.96,-14.6,0.1,-10.77,False
150.95,86.22,10.22,18.37,-7.76,False
153.47,91.7,2.53,3.36,-4.98,False
42.56,0.07,-3.78,0.08,5.74,False
119.55,57.25,5.83,3.36,-6.64,False
138.04,66.36,8.62,1.25,-7.87,False
63.94,14.13,-4.4,0.09,5.53,False
147.24,73.84,13.26,15.71,-11.53,False
65.76,11.13,-4.38,0.09,5.52,False
151.23,86.88,3.0,1.78,-3.97,False
124.61,49.5,8.81,0.1,-7.61,False
143.82,72.75,8.73,2.6,-8.15,False
149.88,84.32,11.37,4.49,-7.21,False
152.11,84.42,13.36,16.32,-11.55,False
154.95,95.16,6.18,14.31,-4.98,False
145.88,77.72,8.64,1.46,-7.91,False
152.82,90.25,13.55,18.37,-9.54,False
148.49,81.98,9.34,0.04,-8.3,False
136.34,64.49,8.6,2.22,-7.85,False
148.09,80.91,14.16,16.64,-11.8,False
153.64,78.19,17.49,17.86,-13.42,False
152.1,88.68,13.5,18.37,-9.5,False
130.94,71.67,8.87,3.51,6.96,False
65.76,11.13,-4.38,0.09,5.52,False
151.6,87.66,3.09,1.79,-4.97,False
117.84,48.21,8.36,0.1,-6.73,False
150.21,84.93,11.26,2.96,-7.14,False
42.55,0.09,-3.66,0.38,5.71,False
153.64,78.19,17.49,17.86,-13.42,False
44.81,1.49,12.2,21.45,-9.78,False
149.46,83.7,9.54,2.6,-8.49,False
57.95,9.98,9.0,19.83,-7.32,False
119.42,65.17,8.43,1.61,-5.05,False
150.79,85.97,10.8,17.62,-9.48,False
153.76,92.37,16.96,17.32,-13.6,False
155.45,95.56,6.9,14.41,-5.73,False
151.71,87.86,2.97,3.95,-3.95,False
152.82,90.25,13.55,18.37,-9.54,False
42.63,0.13,10.67,0.4,-8.26,False
149.67,86.55,15.01,1.53,-8.42,False
104.51,46.37,3.09,2.97,-2.75,False
155.14,95.63,6.2,14.5,-4.98,False
160.27,108.3,13.16,18.03,-10.92,False
116.31,49.08,8.39,1.44,-6.66,False
152.68,89.95,2.6,2.18,-4.96,False
46.82,1.99,-3.74,4.76,5.94,False
142.88,71.39,8.71,1.83,-8.09,False
148.7,82.35,9.47,1.83,-8.42,False
142.03,71.75,8.69,1.83,-8.05,False
109.93,42.73,1.54,11.95,4.54,False
132.44,63.9,7.28,11.15,-4.8,False
154.09,82.84,1.33,7.73,-4.7,False
111.77,51.78,2.85,0.1,-2.52,False
156.51,101.93,14.39,0.07,-11.64,False
138.09,84.89,1.89,0.06,-4.9,False
155.2,95.77,10.8,16.3,-9.51,False
124.68,54.14,13.67,4.14,-11.73,False
145.25,73.48,2.85,0.1,-2.54,False
107.88,37.16,7.55,0.09,-4.78,False
121.51,52.31,5.97,0.09,-4.85,False
87.42,28.08,3.51,0.1,-3.21,False
154.75,95.09,10.61,8.66,-9.16,False
153.49,87.12,16.31,18.56,-11.21,False
157.9,100.0,7.77,0.07,-5.5,False
139.13,68.3,8.52,7.89,7.06,False
127.72,82.36,10.36,2.47,-9.27,False
153.26,91.22,15.83,18.56,-9.72,False
122.61,52.08,-14.38,0.1,-10.71,False
153.48,89.9,16.43,20.25,-11.35,False
119.03,49.22,6.84,0.09,-7.08,False
58.79,10.36,-9.74,0.07,10.12,False
147.67,78.73,13.67,18.88,-11.82,False
136.45,71.11,7.23,11.75,-4.76,False
150.44,85.37,9.96,2.37,-7.13,False
148.48,81.74,9.4,1.06,-8.35,False
153.35,77.44,15.66,2.89,-13.02,False
117.62,48.29,1.61,12.89,4.5,False
146.74,75.98,2.85,0.1,-2.53,False
654.64,98.63,5.26,6.01,-4.15,False
149.86,149.28,8.46,7.3,7.03,False
152.68,153.35,8.4,6.91,6.99,False
75.3,20.76,3.44,0.07,-2.21,False
155.15,84.23,7.23,0.07,-4.74,False
128.72,57.33,14.55,0.79,-10.76,False
149.86,149.28,8.46,7.3,7.03,False
134.64,63.07,7.71,11.97,-5.78,False
140.63,69.48,13.72,16.05,-11.87,False
134.56,62.99,14.91,4.14,-10.85,False
49.24,4.53,4.4,2.18,-2.7,False
60.24,11.54,5.29,15.48,-4.95,False
145.22,78.81,9.95,10.05,-8.88,False
154.96,95.85,8.53,6.73,-7.94,False
867.61,149.03,1.89,4.78,3.51,False
149.22,82.47,1.7,6.02,-4.82,False
142.9,75.46,5.18,5.46,-6.29,False
137.46,66.22,14.71,15.3,-12.49,False
138.02,83.19,15.35,15.18,-12.97,False
117.33,116.23,8.82,0.09,6.88,False
125.0,76.46,10.34,0.09,-9.24,False
152.03,88.71,10.07,11.85,-8.99,False
60.23,7.72,4.38,4.02,-1.96,False
144.67,76.05,7.56,7.6,-4.96,False
89.15,29.0,3.81,10.24,-3.3,False
46.36,3.01,4.1,0.06,3.29,False
132.97,61.32,7.49,11.44,-5.5,False
71.88,18.73,9.94,5.41,-10.56,False
139.06,66.98,8.59,0.04,-7.76,False
128.71,57.38,9.73,5.91,-8.21,False
65.35,14.65,6.01,0.78,-4.01,False
156.03,98.89,2.2,9.68,-4.94,False
152.52,150.06,8.41,6.52,7.02,False
149.45,83.44,7.33,10.56,-4.81,False
154.38,93.98,8.61,10.44,-7.83,False
124.28,53.67,1.49,10.71,4.55,False
95.78,32.75,3.69,0.1,-3.08,False
150.71,85.82,16.09,27.18,-10.36,False
63.94,14.13,-4.4,0.09,5.53,False
510.74,14.58,16.44,1.64,-12.76,False
104.96,39.15,11.94,0.1,-10.75,False
61.53,12.05,-9.42,0.07,9.81,False
109.52,44.66,3.99,7.69,-3.4,False
101.11,36.63,5.65,5.14,-5.34,False
45.83,2.27,4.24,11.42,-4.2,False
52.6,6.72,4.16,2.66,-1.61,False
151.78,91.99,8.77,8.9,7.01,False
133.95,63.81,8.79,9.01,-8.52,False
149.38,83.46,10.51,0.07,-6.91,False
128.36,82.01,10.34,0.1,-9.25,False
152.55,89.68,9.54,11.7,-7.7,False
156.59,99.82,1.92,5.98,-3.76,False
61.77,12.58,4.79,13.94,-4.48,False
150.15,94.6,7.64,13.65,-5.61,False
147.97,85.87,7.06,13.65,-4.89,False
51.36,5.87,4.43,1.32,-2.08,False
58.68,9.15,4.8,14.14,-4.52,False
153.55,93.5,8.75,7.79,6.99,False
139.56,87.56,1.88,0.1,-4.91,False
94.22,32.09,7.03,29.14,-5.63,False
51.36,5.87,4.43,1.32,-2.08,False
58.88,10.66,6.35,0.09,-4.28,False
152.45,89.43,2.89,2.37,-4.57,False
149.83,90.52,8.76,11.0,7.04,False
133.28,76.83,8.31,7.53,-4.5,False
134.25,80.72,1.92,0.06,-4.89,False
67.35,18.05,5.41,15.86,5.02,False
57.43,9.8,4.39,3.84,-1.97,False
149.83,82.31,2.7,12.97,-4.75,False
138.71,89.69,8.82,8.83,7.01,False
125.29,134.13,8.65,4.22,6.93,False
73.37,19.56,9.18,0.09,-7.05,False
157.19,92.47,7.71,6.33,-5.5,False
155.52,96.79,1.82,9.45,-3.72,False
46.46,2.42,4.47,0.09,-2.14,False
53.04,7.09,-9.31,6.8,9.79,False
58.12,10.17,4.48,3.66,-2.65,False
155.04,82.65,19.33,15.38,-15.08,False
136.09,78.17,8.28,8.53,-4.4,False
155.12,95.43,10.4,12.78,-9.11,False
58.97,11.19,3.22,5.78,-2.05,False
155.19,95.83,1.71,13.16,-3.68,False
131.72,60.12,10.13,9.46,-8.46,False
56.59,9.02,5.84,0.09,-3.87,False
156.27,98.35,1.5,0.09,-4.48,False
124.01,56.04,8.87,0.48,6.91,False
98.15,34.74,5.6,0.28,-3.97,False
56.59,9.02,5.84,0.09,-3.87,False
141.25,72.38,10.81,16.63,-8.31,False
124.74,53.13,8.86,0.08,6.89,False
138.24,67.04,12.4,16.63,-10.41,False
122.75,59.4,8.87,2.15,6.94,False
141.03,70.44,11.57,16.82,-9.21,False
125.0,76.46,10.34,0.09,-9.24,False
157.05,101.43,1.5,1.08,-4.18,False
154.47,90.86,15.87,16.63,-10.83,False
128.36,56.03,8.9,5.53,-7.51,False
154.98,95.37,1.75,12.01,-3.69,False
152.03,73.23,1.51,10.71,-4.77,False
