total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
153.38,87.63,4.99,0.52,-3.05,False
153.75,92.63,7.71,0.08,-5.48,False
123.69,53.76,3.86,0.1,-4.77,False
147.18,79.43,13.94,12.11,-11.44,False
138.99,74.03,9.38,0.1,-5.6,False
149.05,78.87,7.78,0.1,-8.28,False
151.18,88.06,7.39,1.6,-5.24,False
141.14,68.08,0.71,0.05,2.36,False
144.75,75.51,12.26,11.71,-9.84,False
142.7,72.72,10.51,0.01,-5.83,False
126.26,65.14,6.6,8.92,-4.19,False
87.72,25.16,8.49,9.56,-6.66,False
108.61,45.63,5.36,15.1,-5.7,False
129.69,74.13,6.32,8.74,-4.32,False
99.41,46.34,8.23,12.24,-8.14,False
55.02,11.09,3.3,18.24,-4.76,False
132.58,63.68,3.54,14.84,-1.5,False
49.27,17.88,7.29,17.24,-6.26,False
111.47,70.37,7.28,3.36,-7.86,False
98.99,14.7,2.11,6.96,-3.26,False
86.5,28.02,15.11,16.5,-10.81,False
108.61,41.7,5.12,16.44,-5.45,False
80.57,23.85,11.53,13.8,-7.25,False
92.47,31.15,7.85,15.3,-9.37,False
103.86,47.5,5.77,12.2,-6.35,False
110.59,43.34,8.54,16.39,-3.12,False
47.38,12.22,7.05,19.45,-9.99,False
111.18,36.31,2.0,17.41,-0.42,False
60.06,15.25,7.18,17.83,-6.16,False
106.52,3.51,8.68,17.83,-3.45,False
128.34,57.01,4.52,2.4,-4.4,False
151.19,88.82,13.27,23.97,-10.76,False
131.62,76.63,7.65,6.53,-5.48,False
127.25,56.07,2.13,6.31,-3.71,False
74.14,20.04,11.66,14.5,-7.35,False
98.11,45.64,7.97,13.52,-7.9,False
110.62,39.79,-2.02,12.32,0.8,False
125.45,54.85,12.75,5.46,-9.12,False
130.76,54.96,4.54,7.75,-4.42,False
129.68,58.72,3.37,16.0,-1.4,False
48.98,14.35,4.05,18.58,-5.45,False
128.43,56.53,12.73,5.88,-9.1,False
148.34,81.4,6.27,24.35,-3.87,False
111.22,39.64,1.58,11.0,-1.3,False
144.02,73.55,2.75,28.0,-1.5,False
78.21,22.45,11.41,16.82,-7.15,False
150.91,83.81,7.9,0.09,-8.23,False
129.82,58.44,2.53,6.35,-4.23,False
113.1,44.98,8.89,13.25,-3.3,False
110.64,41.38,-2.41,16.23,1.71,False
111.98,25.86,8.68,17.64,-3.5,False
114.92,46.21,4.85,10.81,-3.37,False
